refined {'bank': [-12, -7, -1, 1, 6, 16], 'source': 1.468217166754813e-09, 'pair': 1.0361545575978138e-21, 'time': 1.1461760968577828, 'labels': [-9, -7], 'local_time_minimizations': 32} score 7.134471803528036e-07
refined {'bank': [-16, -6, -1, 1, 7, 12], 'source': 1.4682171667547071e-09, 'pair': 1.0361545835822667e-21, 'time': 1.1461760968561157, 'labels': [7, 9], 'local_time_minimizations': 32} score 7.134471982444729e-07
refined {'bank': [-11, -6, -2, 1, 10, 14], 'source': 1.5592575888190004e-09, 'pair': 5.167716350788435e-27, 'time': 1.037171046532927, 'labels': [-8, -6], 'local_time_minimizations': 66} score 3.5582458546345227e-12
refined {'bank': [-14, -10, -1, 2, 6, 11], 'source': 1.5592575888190004e-09, 'pair': 5.167691846793809e-27, 'time': 1.0371710465329258, 'labels': [6, 8], 'local_time_minimizations': 66} score 3.5582289823390284e-12
refined {'bank': [-14, -10, -1, 2, 6, 12], 'source': 1.3754629547649314e-09, 'pair': 7.119496564547596e-29, 'time': 1.1118393694343578, 'labels': [8, 9], 'local_time_minimizations': 44} score 4.9021496959718355e-14
refined {'bank': [-12, -6, -2, 1, 10, 14], 'source': 1.3754629547649314e-09, 'pair': 7.119435218665644e-29, 'time': 1.1118393694343198, 'labels': [-9, -8], 'local_time_minimizations': 44} score 4.902107456089586e-14
refined {'bank': [-14, -10, -1, 2, 7, 11], 'source': 1.562252592970716e-09, 'pair': 7.046707792406571e-18, 'time': 1.9814196712810934, 'labels': [5, 7], 'local_time_minimizations': 59} score 0.004852030778996985
refined {'bank': [-14, -10, -1, 2, 7, 12], 'source': 1.304483565061821e-09, 'pair': 1.1401565718614567e-28, 'time': 1.1037242379957712, 'labels': [7, 9], 'local_time_minimizations': 58} score 7.85058064350101e-14
refined {'bank': [-11, -7, -2, 1, 10, 14], 'source': 1.562252592970716e-09, 'pair': 7.046707792110378e-18, 'time': 1.9814196712810903, 'labels': [-7, -5], 'local_time_minimizations': 59} score 0.004852030778793041
refined {'bank': [-12, -7, -2, 1, 10, 14], 'source': 1.304483565061821e-09, 'pair': 1.1401470936638232e-28, 'time': 1.1037242379957808, 'labels': [-9, -7], 'local_time_minimizations': 58} score 7.850515381100465e-14
refined {'bank': [-14, -10, -1, 2, 8, 10], 'source': 3.953629625578999e-10, 'pair': 2.6370013139249587e-24, 'time': 1.3294948721777147, 'labels': [6, 9], 'local_time_minimizations': 45} score 1.815714787153072e-09
refined {'bank': [-14, -10, -1, 2, 8, 14], 'source': 3.9462324369823036e-10, 'pair': 1.8217651714886126e-28, 'time': 1.4051788254068647, 'labels': [9, 10], 'local_time_minimizations': 42} score 1.2543816126010684e-13
refined {'bank': [-14, -10, -1, 2, 8, 11], 'source': 3.9465602887337665e-10, 'pair': 1.6012805186249572e-27, 'time': 1.1914350649117416, 'labels': [8, 9], 'local_time_minimizations': 69} score 1.1025662750694455e-12
refined {'bank': [-10, -8, -2, 1, 10, 14], 'source': 3.953629625588653e-10, 'pair': 2.637001286131452e-24, 'time': 1.3294948721777153, 'labels': [-9, -6], 'local_time_minimizations': 45} score 1.8157147680157735e-09
refined {'bank': [-11, -8, -2, 1, 10, 14], 'source': 3.946560288759052e-10, 'pair': 1.6012759234033608e-27, 'time': 1.191435064911737, 'labels': [-9, -8], 'local_time_minimizations': 69} score 1.1025631110164892e-12
refined {'bank': [-12, -6, -2, 1, 10, 15], 'source': 1.3754629547649314e-09, 'pair': 7.119435210724596e-29, 'time': 1.1118393694343198, 'labels': [-9, -8], 'local_time_minimizations': 42} score 4.902107450621755e-14
refined {'bank': [-15, -10, -1, 2, 6, 11], 'source': 1.5592575888190004e-09, 'pair': 5.167724691903808e-27, 'time': 1.0371710465329218, 'labels': [6, 8], 'local_time_minimizations': 63} score 3.5582515979333383e-12
refined {'bank': [-15, -10, -1, 2, 6, 12], 'source': 1.3754629547649314e-09, 'pair': 7.119398873933461e-29, 'time': 1.1118393694343167, 'labels': [8, 9], 'local_time_minimizations': 42} score 4.9020824308204244e-14
refined {'bank': [-12, -7, -2, 1, 10, 15], 'source': 1.3044835649163554e-09, 'pair': 1.140147079949162e-28, 'time': 1.1037242379957808, 'labels': [-9, -7], 'local_time_minimizations': 56} score 7.850515286667774e-14
